ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
1700527,Sophia Montgomery,F,NA,NA,NA,THA,THA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700528,Lin Pletikos,F,NA,NA,NA,SLO,SLO,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700529,Ana Moncada,F,NA,NA,NA,ESP,ESP,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700530,Marilena Makri,F,NA,NA,NA,CYP,CYP,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700531,Viktorija Andrulytė,F,NA,NA,NA,LTU,LTU,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700532,Florencia Chiarella,F,NA,NA,NA,PER,PER,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700533,Gabriella Kidd,F,NA,NA,NA,BRA,BRA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700534,Greta Pilkington,F,NA,NA,NA,NZL,NZL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700535,Shazrin Latif,F,NA,NA,NA,MAS,MAS,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700536,Adriana Penruddocke,F,NA,NA,NA,BER,BER,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700537,Sophia Morgan,F,NA,NA,NA,FIJ,FIJ,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700538,María José Poncell,F,NA,NA,NA,CHI,CHI,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700539,Khouloud Mansy,F,NA,NA,NA,EGY,EGY,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700540,Deizy Nhaquile,F,NA,NA,NA,MOZ,MOZ,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700541,Charlotte Webster,F,NA,NA,NA,CAY,CAY,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700542,Ameena Shah,F,NA,NA,NA,KUW,KUW,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700543,Vaimo'oi'a Ripley,F,NA,NA,NA,SAM,SAM,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700544,Odile van Aanholt,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700545,Annette Duetz,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700546,Vilma Bobeck,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700547,Rebecca Netzler,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700548,Sarah Steyaert,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700549,Charline Picon,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700550,Helene Næss,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700551,Marie Rønningen,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700552,Jana Germani,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700553,Giorgia Bertuzzi,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700554,Marla Bergmann,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700555,Hanna Wille,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700556,Jo Aleh,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700557,Molly Meech,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700558,Martine Grael,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700559,Kahena Kunze,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700560,Olivia Price,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700561,Evie Haseldine,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700562,Stephanie Roble,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700563,Maggie Shea,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700564,Antonia Lewin-LaFrance,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700565,Georgia Lewin-LaFrance,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700566,Támara Echegoyen,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700567,Paula Barceló,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700568,Johanne Schmidt,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700569,Andrea Schmidt,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700570,Isaura Maenhaut,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700571,Anouk Geurts,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700572,Ronja Grönblom,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700573,Veera Hokka,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700574,Freya Black,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700575,Saskia Tidey,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700576,Misaki Tanaka,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700577,Sera Nagamatsu,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700578,Aleksandra Melzacka,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700579,Sandra Jankowiak,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700580,Zofia Burska,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700581,Sara Tkadlecová,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700582,Hu Xiaoyu,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700583,Shan Mengyuan,F,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er FX), Women",NA
1700584,Ellie Aldridge,F,NA,NA,NA,GBR,GBR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",Gold
1700585,Lauriane Nolot,F,NA,NA,NA,FRA,FRA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",Silver
1700586,Annelous Lammerts,F,NA,NA,NA,NED,NED,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",Bronze
1700587,Daniela Moroz,F,NA,NA,NA,USA,USA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700588,Leonie Meyer,F,NA,NA,NA,GER,GER,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700589,Elena Lengwiler,F,NA,NA,NA,SUI,SUI,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700590,Julia Damasiewicz,F,NA,NA,NA,POL,POL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700591,Gal Zukerman,F,NA,NA,NA,ISR,ISR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700592,Breiana Whitehead,F,NA,NA,NA,AUS,AUS,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700593,Maggie Pescetto,F,NA,NA,NA,ITA,ITA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700594,Alina Kornelli,F,NA,NA,NA,AUT,AUT,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700595,Gisela Pulido,F,NA,NA,NA,ESP,ESP,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700596,Catalina Turienzo,F,NA,NA,NA,ARG,ARG,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700597,Mafalda Pires de Lima,F,NA,NA,NA,POR,POR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700598,Chen Jingyue,F,NA,NA,NA,CHN,CHN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700599,Derin Atakan,F,NA,NA,NA,TUR,TUR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700600,Justina Kitchen,F,NA,NA,NA,NZL,NZL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700601,Emily Bugeja,F,NA,NA,NA,CAN,CAN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700602,Benyapa Jantawan,F,NA,NA,NA,THA,THA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700603,Julie Paturau,F,NA,NA,NA,MRI,MRI,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Women",NA
1700604,Ruggero Tita,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700605,Caterina Banti,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700606,Mateo Majdalani,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700607,Eugenia Bosco,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700608,Micah Wilkinson,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700609,Erica Dawson,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700610,John Gimson,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700611,Anna Burnet,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700612,Tim Mourniac,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700613,Lou Berthomieu,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700614,Laila van der Meer,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700615,Bjarne Bouwer,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700616,Sinem Kurtbay,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700617,Akseli Keskinen,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700618,Paul Kohlhoff,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700619,Alica Stuhlemmer,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700620,João Siemsen,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700621,Marina Arndt,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700622,Emil Järudd,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700623,Hanna Jonsson,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700624,Tara Pacheco,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700625,Andrés Barrio,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700626,Natacha Saouma-Pedersen,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700627,Mathias Bruun Borreskov,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700628,Brin Liddell,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700629,Rhiannan Brown,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700630,Mai Huicong,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700631,Chen Linlin,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700632,Lukas Haberl,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700633,Tanja Frank,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700634,Sarah Newberry-Moore,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700635,David Liebenberg,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700636,Shibuki Iitsuka,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700637,Nishida Oura,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700638,Alican Kaynar,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700639,Beste Kaynakçı,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700640,Lucas Claeyssens,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700641,Eline Verstraelen,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700642,Lara Vadlau,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700643,Lukas Mähr,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700644,Keiju Okada,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700645,Miho Yoshioka,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700646,Anton Dahlberg,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700647,Lovisa Karlsson,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700648,Jordi Xammar,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700649,Nora Brugman,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700650,Diogo Costa,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700651,Carolina João,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700652,Camille Lecointre,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700653,Jérémie Mion,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700654,Nitai Hasson,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700655,Noa Lasry,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700656,Yves Mermod,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700657,Maja Siegenthaler,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700658,Nia Jerwood,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700659,Conor Nicholas,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700660,Henrique Haddad,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700661,Isabel Swan,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700662,Vita Heathcote,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700663,Chris Grube,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700664,Ariadne Paraskevi Spanaki,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700665,Odysseas Spanakis,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700666,Stu McNay,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700667,Lara Dallman-Weiss,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700668,Simon Diesch,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700669,Anna Markfort,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700670,Elena Berta,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700671,Bruno Festo,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700672,Deniz Çınar,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700673,Lara Nalbantoğlu,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700674,Xu Zangjun,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700675,Lv Yixiao,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700676,Tina Mrak,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700677,Jakob Božič,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700678,Matias Montinho,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
1700679,Manuela Paulo,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Two-Person Dinghy (470), Mixed",NA
